Chunk,GT
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.166.155.143 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.166.155.143 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.166.155.143 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.166.155.143 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.166.155.143 user=root,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.166.155.143 user=root</end>
Out of Memory: Killed process 13856 (httpd).; Out of Memory: Killed process 13857 (httpd).; Out of Memory: Killed process 13858 (httpd).; Out of Memory: Killed process 13859 (httpd).; Out of Memory: Killed process 13860 (httpd).,<start>Out of Memory: Killed process 13856 (httpd).</end>
Out of Memory: Killed process 5560 (httpd).; Out of Memory: Killed process 5561 (httpd).; Out of Memory: Killed process 5541 (mrtg).; Out of Memory: Killed process 5562 (httpd).; Out of Memory: Killed process 5563 (httpd).,<start>Out of Memory: Killed process 5560 (httpd).</end>
[<0a8ddb99>] ext3_file_write+0x19/0x88 [ext3]; [<02141447>] do_sync_write+0x68/0x9d; [<021c8b76>] vt_console_print+0x0/0x28f; [<02118726>] __call_console_drivers+0x36/0x42; [<021189cd>] printk+0x106/0x113,<start>normal</end>
Out of Memory: Killed process 23145 (httpd).; Out of Memory: Killed process 23150 (httpd).; Out of Memory: Killed process 23151 (httpd).; Out of Memory: Killed process 23152 (httpd).; Out of Memory: Killed process 23153 (httpd).,<start>Out of Memory: Killed process 23145 (httpd).</end>
connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:57 2005; connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:57 2005; connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:57 2005; connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:57 2005; connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005,<start>normal</end>
Out of Memory: Killed process 23060 (httpd).; Out of Memory: Killed process 23061 (httpd).; Out of Memory: Killed process 23062 (httpd).; Out of Memory: Killed process 23063 (httpd).; Out of Memory: Killed process 23064 (httpd).,<start>Out of Memory: Killed process 23060 (httpd).</end>
Out of Memory: Killed process 5019 (python).; Out of Memory: Killed process 5022 (httpd).; Out of Memory: Killed process 5023 (httpd).; Out of Memory: Killed process 5034 (python).; Out of Memory: Killed process 5036 (httpd).,<start>Out of Memory: Killed process 5019 (python).; Out of Memory: Killed process 5022 (httpd).; Out of Memory: Killed process 5023 (httpd).; Out of Memory: Killed process 5034 (python).; Out of Memory: Killed process 5036 (httpd).</end>
xfs shutdown succeeded; jserver shutdown succeeded; Stopping Canna server: succeeded; Stopping MySQL: succeeded; gpm shutdown succeeded,<start>normal</end>
Out of Memory: Killed process 5925 (httpd).; Out of Memory: Killed process 5926 (httpd).; Out of Memory: Killed process 5927 (httpd).; Out of Memory: Killed process 5928 (httpd).; Out of Memory: Killed process 5930 (httpd).,<start>Out of Memory: Killed process 5925 (httpd).</end>
Out of Memory: Killed process 7338 (sort).; Out of Memory: Killed process 7375 (httpd).; Out of Memory: Killed process 7376 (httpd).; Out of Memory: Killed process 7377 (httpd).; Out of Memory: Killed process 7378 (httpd).,<start>Out of Memory: Killed process 7338 (sort).</end>
Out of Memory: Killed process 20045 (httpd).; Out of Memory: Killed process 18494 (httpd).; Out of Memory: Killed process 18495 (httpd).; Out of Memory: Killed process 18496 (httpd).; Out of Memory: Killed process 20071 (httpd).,<start>Out of Memory: Killed process 20045 (httpd).</end>
Out of Memory: Killed process 21622 (httpd).; Out of Memory: Killed process 21652 (httpd).; Out of Memory: Killed process 21662 (httpd).; Out of Memory: Killed process 21663 (httpd).; Out of Memory: Killed process 21679 (httpd).,<start>Out of Memory: Killed process 21622 (httpd).</end>
Out of Memory: Killed process 22758 (httpd).; Out of Memory: Killed process 22759 (httpd).; Out of Memory: Killed process 22760 (httpd).; Out of Memory: Killed process 22761 (httpd).; Out of Memory: Killed process 22762 (httpd).,<start>Out of Memory: Killed process 22758 (httpd).</end>
Out of Memory: Killed process 28651 (httpd).; Out of Memory: Killed process 28652 (httpd).; Out of Memory: Killed process 28653 (httpd).; Out of Memory: Killed process 28654 (httpd).; Out of Memory: Killed process 28655 (httpd).,<start>Out of Memory: Killed process 28651 (httpd).</end>
Out of Memory: Killed process 8293 (httpd).; Out of Memory: Killed process 8294 (httpd).; Out of Memory: Killed process 8715 (httpd).; Out of Memory: Killed process 8716 (httpd).; Out of Memory: Killed process 8717 (httpd).,<start>Out of Memory: Killed process 8293 (httpd).</end>
Out of Memory: Killed process 20861 (httpd).; Out of Memory: Killed process 21455 (httpd).; Out of Memory: Killed process 21456 (httpd).; Out of Memory: Killed process 21457 (httpd).; Out of Memory: Killed process 21458 (httpd).,<start>Out of Memory: Killed process 20861 (httpd).</end>
connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005; connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005; connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005; connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005; connection from 211.167.68.59 () at Sat Jun 25 19:25:34 2005,<start>normal</end>
connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005; connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005; connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005; connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005; connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,<start>normal</end>
Out of Memory: Killed process 5875 (httpd).; Out of Memory: Killed process 5876 (httpd).; Out of Memory: Killed process 5877 (httpd).; Out of Memory: Killed process 5878 (httpd).; Out of Memory: Killed process 5891 (httpd).,<start>Out of Memory: Killed process 5875 (httpd).</end>
connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:24 2005; connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:24 2005; connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:24 2005; connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:25 2005; connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:25 2005,<start>normal</end>
session closed for user news; session opened for user cyrus by (uid=0); session closed for user cyrus; cupsd shutdown succeeded; cupsd startup succeeded,<start>normal</end>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.78.209.108 user=root; session opened for user cyrus by (uid=0); session closed for user cyrus; ALERT exited abnormally with [1]; session opened for user news by (uid=0),<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.78.209.108 user=root; ALERT exited abnormally with [1]</end>
Out of Memory: Killed process 29786 (python).; Out of Memory: Killed process 30220 (httpd).; Out of Memory: Killed process 30221 (httpd).; Out of Memory: Killed process 30228 (httpd).; Out of Memory: Killed process 30231 (httpd).,<start>Out of Memory: Killed process 29786 (python).</end>
NET: Registered protocol family 31; Bluetooth: HCI device and connection manager initialized; Bluetooth: HCI socket layer initialized; Bluetooth: L2CAP ver 2.1; Bluetooth: RFCOMM ver 1.2,<start>normal</end>
"IPv6 over IPv4 tunneling driver; USB Universal Host Controller Interface driver v2.2; PCI: Found IRQ 11 for device 0000:00:1f.2; uhci_hcd 0000:00:1f.2: UHCI Host Controller; uhci_hcd 0000:00:1f.2: irq 11, io base 0000ff80",<start>normal</end>
Out of Memory: Killed process 26447 (httpd).; Out of Memory: Killed process 26448 (httpd).; Out of Memory: Killed process 26449 (httpd).; Out of Memory: Killed process 26450 (httpd).; Out of Memory: Killed process 26451 (httpd).,<start>Out of Memory: Killed process 26447 (httpd).</end>
Out of Memory: Killed process 17713 (httpd).; Out of Memory: Killed process 17729 (httpd).; Out of Memory: Killed process 17730 (httpd).; Out of Memory: Killed process 17733 (httpd).; Out of Memory: Killed process 17731 (httpd).,<start>Out of Memory: Killed process 17713 (httpd).</end>
Out of Memory: Killed process 11928 (httpd).; Out of Memory: Killed process 11929 (httpd).; Out of Memory: Killed process 11934 (httpd).; Out of Memory: Killed process 11930 (httpd).; Out of Memory: Killed process 11932 (httpd).,<start>Out of Memory: Killed process 11928 (httpd).</end>
Out of Memory: Killed process 8583 (httpd).; Out of Memory: Killed process 8584 (httpd).; Out of Memory: Killed process 8585 (httpd).; Out of Memory: Killed process 8586 (httpd).; Out of Memory: Killed process 8587 (httpd).,<start>Out of Memory: Killed process 8583 (httpd).</end>
Out of Memory: Killed process 8818 (httpd).; Out of Memory: Killed process 8819 (httpd).; Out of Memory: Killed process 8820 (httpd).; Out of Memory: Killed process 8821 (httpd).; Out of Memory: Killed process 8813 (python).,<start>Out of Memory: Killed process 8818 (httpd).</end>
isapnp: No Plug & Play device found; Real Time Clock Driver v1.12; Linux agpgart interface v0.100 (c) Dave Jones; agpgart: Detected an Intel i810 E Chipset.; agpgart: Maximum main memory to use for agp memory: 93M,<start>isapnp: No Plug & Play device found</end>
Out of Memory: Killed process 3753 (httpd).; Out of Memory: Killed process 3754 (httpd).; Out of Memory: Killed process 3755 (httpd).; Out of Memory: Killed process 4594 (httpd).; Out of Memory: Killed process 4595 (httpd).,<start>Out of Memory: Killed process 3753 (httpd).</end>
"serio: i8042 KBD port at 0x60,0x64 irq 1; Device: /dev/hda, is SMART capable. Adding to ""monitor"" list.; input: AT Translated Set 2 keyboard on isa0060/serio0; Monitoring 1 ATA and 0 SCSI devices; md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27",<start>normal</end>
Service telnet failed to start and is deactivated.; audit(1138296123.500:397288): syscall=102 exit=3 a0=1 a1=fef5c7e0 a2=0 a3=a items=0 pid=1445 loginuid=-1 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0; xinetd Version 2.3.13 started with libwrap loadavg options compiled in.; Started working: 30 available services; audit(1138296123.500:397293): syscall=54 exit=0 a0=3 a1=8933 a2=fef5d950 a3=0 items=0 pid=1445 loginuid=-1 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0,<start>Service telnet failed to start and is deactivated.</end>
Out of Memory: Killed process 4063 (httpd).; Out of Memory: Killed process 4064 (httpd).; Out of Memory: Killed process 4065 (httpd).; Out of Memory: Killed process 4066 (httpd).; Out of Memory: Killed process 4072 (httpd).,<start>Out of Memory: Killed process 4063 (httpd).</end>
Out of Memory: Killed process 31175 (httpd).; Out of Memory: Killed process 30328 (httpd).; Out of Memory: Killed process 31180 (httpd).; Out of Memory: Killed process 31181 (httpd).; Out of Memory: Killed process 30329 (httpd).,<start>Out of Memory: Killed process (httpd).</end>
Out of Memory: Killed process 30145 (httpd).; Out of Memory: Killed process 30146 (httpd).; Out of Memory: Killed process 30147 (httpd).; Out of Memory: Killed process 30158 (httpd).; Out of Memory: Killed process 30159 (httpd).,<start>Out of Memory: Killed process 30145 (httpd).</end>
connection from 84.57.172.16 (dslb-084-057-172-016.pools.arcor-ip.net) at Sat Nov 5 06:45:12 2005; connection from 84.57.172.16 (dslb-084-057-172-016.pools.arcor-ip.net) at Sat Nov 5 06:45:12 2005; connection from 84.57.172.16 (dslb-084-057-172-016.pools.arcor-ip.net) at Sat Nov 5 06:45:12 2005; connection from 84.57.172.16 (dslb-084-057-172-016.pools.arcor-ip.net) at Sat Nov 5 06:45:13 2005; connection from 84.57.172.16 (dslb-084-057-172-016.pools.arcor-ip.net) at Sat Nov 5 06:45:16 2005,<start>normal</end>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.32.209.188 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.32.209.188 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.32.209.188 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.32.209.188 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.32.209.188 user=root,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.32.209.188 user=root</end>
connection from 222.33.90.199 () at Sun Jun 12 00:07:46 2005; connection from 222.33.90.199 () at Sun Jun 12 00:07:46 2005; connection from 222.33.90.199 () at Sun Jun 12 00:07:46 2005; connection from 222.33.90.199 () at Sun Jun 12 00:07:46 2005; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 user=test,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 user=test</end>
connection from 69.66.196.20 (mnpl-00-1044.dsl.iowatelecom.net) at Thu Dec 1 16:39:31 2005; connection from 69.66.196.20 (mnpl-00-1044.dsl.iowatelecom.net) at Thu Dec 1 16:39:31 2005; connection from 69.66.196.20 (mnpl-00-1044.dsl.iowatelecom.net) at Thu Dec 1 16:39:31 2005; connection from 69.66.196.20 (mnpl-00-1044.dsl.iowatelecom.net) at Thu Dec 1 16:39:31 2005; connection from 69.66.196.20 (mnpl-00-1044.dsl.iowatelecom.net) at Thu Dec 1 16:39:31 2005,<start>normal</end>
check pass; user unknown; check pass; user unknown; check pass; user unknown; connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005; connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,<start>user unknown</end>
Out of Memory: Killed process 30963 (httpd).; Out of Memory: Killed process 30964 (httpd).; Out of Memory: Killed process 30965 (httpd).; Out of Memory: Killed process 30966 (httpd).; Out of Memory: Killed process 30967 (httpd).,<start>Out of Memory: Killed process 30963 (httpd).</end>
Out of Memory: Killed process 10077 (httpd).; Out of Memory: Killed process 10078 (httpd).; Out of Memory: Killed process 10079 (httpd).; Out of Memory: Killed process 10080 (httpd).; Out of Memory: Killed process 10081 (httpd).,<start>Out of Memory: Killed process 10077 (httpd).</end>
session closed for user cyrus; ALERT exited abnormally with [1]; session opened for user news by (uid=0); session closed for user news; connection from 211.107.232.1 () at Sat Aug 6 07:23:59 2005,<start>ALERT exited abnormally with [1]</end>
creating device node '/udev/vcs1'; messagebus shutdown failed; atd shutdown succeeded; privoxy shutdown succeeded; cupsd shutdown succeeded,<start>messagebus shutdown failed</end>
Out of Memory: Killed process 8445 (httpd).; Out of Memory: Killed process 8460 (httpd).; Out of Memory: Killed process 8461 (httpd).; Out of Memory: Killed process 8462 (httpd).; Out of Memory: Killed process 8463 (httpd).,<start>Out of Memory: Killed process 8445 (httpd).</end>
Out of Memory: Killed process 29360 (python).; Out of Memory: Killed process 29362 (httpd).; Out of Memory: Killed process 29363 (httpd).; Out of Memory: Killed process 29364 (httpd).; Out of Memory: Killed process 29365 (httpd).,<start>Out of Memory: Killed process 29360 (python).</end>
Out of Memory: Killed process 26799 (httpd).; Out of Memory: Killed process 26800 (httpd).; Out of Memory: Killed process 26801 (httpd).; Out of Memory: Killed process 26802 (httpd).; Out of Memory: Killed process 22175 (httpd).,<start>Out of Memory: Killed process 26799 (httpd).</end>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-145-62-59.adsl.ttn.net user=test; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-145-62-59.adsl.ttn.net user=test; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-145-62-59.adsl.ttn.net user=test; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-68-120-97-218.dsl.sntc01.sbcglobal.net user=test; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-68-120-97-218.dsl.sntc01.sbcglobal.net user=test,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-145-62-59.adsl.ttn.net user=test</end>
